baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.7664670658682635, 'evidence_accuracy': 0.3776824034334764, 'evidence_precision': 0.27835051546391754, 'evidence_recall': 0.9152542372881356, 'evidence_f1': 0.4268774703557312, 'similarity_metrics': np.float32(0.86415243), 'contradiction': 0.411081463098526}","{'distance': 0.8843537414965986, 'evidence_accuracy': 0.3090128755364807, 'evidence_precision': 0.2638888888888889, 'evidence_recall': 0.9661016949152542, 'evidence_f1': 0.41454545454545455, 'similarity_metrics': np.float32(0.8786941), 'contradiction': 0.5763654112815857}","{'distance': 0.8, 'evidence_accuracy': 0.34763948497854075, 'evidence_precision': 0.2731707317073171, 'evidence_recall': 0.9491525423728814, 'evidence_f1': 0.4242424242424243, 'similarity_metrics': np.float32(0.86321557), 'contradiction': 0.3593639135360718}","{'distance': 0.6666666666666667, 'evidence_accuracy': 0.3776824034334764, 'evidence_precision': 0.24096385542168675, 'evidence_recall': 0.6779661016949152, 'evidence_f1': 0.3555555555555555, 'similarity_metrics': np.float32(0.97148323), 'contradiction': 0.9779219627380371}","{'distance': 0.5023923444976077, 'evidence_accuracy': 0.43776824034334766, 'evidence_precision': 0.2230769230769231, 'evidence_recall': 0.4915254237288136, 'evidence_f1': 0.3068783068783069, 'similarity_metrics': np.float32(0.9791068), 'contradiction': 0.9659827947616577}","{'distance': 0.6485148514851485, 'evidence_accuracy': 0.40772532188841204, 'evidence_precision': 0.25766871165644173, 'evidence_recall': 0.711864406779661, 'evidence_f1': 0.37837837837837845, 'similarity_metrics': np.float32(0.95689607), 'contradiction': 0.9303503632545471}","{'distance': 0.0042918454935622075, 'evidence_accuracy': 0.7510729613733905, 'evidence_precision': 1.0, 'evidence_recall': 0.01694915254237288, 'evidence_f1': 0.03333333333333333, 'similarity_metrics': np.float32(0.99844396), 'contradiction': 0.019808055832982063}"
"{'distance': 0.2925095680699836, 'evidence_accuracy': 0.5830931796349664, 'evidence_precision': 0.30710659898477155, 'evidence_recall': 0.42907801418439717, 'evidence_f1': 0.35798816568047337, 'similarity_metrics': np.float32(0.984352), 'contradiction': 0.018409524112939835}","{'distance': 0.29321663019693656, 'evidence_accuracy': 0.5763688760806917, 'evidence_precision': 0.29873417721518986, 'evidence_recall': 0.41843971631205673, 'evidence_f1': 0.34859675036927623, 'similarity_metrics': np.float32(0.98577905), 'contradiction': 0.0185417290776968}","{'distance': 0.2896174863387978, 'evidence_accuracy': 0.5802113352545629, 'evidence_precision': 0.30179028132992325, 'evidence_recall': 0.41843971631205673, 'evidence_f1': 0.35066864784546803, 'similarity_metrics': np.float32(0.98577905), 'contradiction': 0.0185417290776968}","{'distance': 0.3041575492341356, 'evidence_accuracy': 0.5936599423631124, 'evidence_precision': 0.32592592592592595, 'evidence_recall': 0.46808510638297873, 'evidence_f1': 0.3842794759825328, 'similarity_metrics': np.float32(0.9676649), 'contradiction': 0.9735655784606934}","{'distance': 0.3201320132013201, 'evidence_accuracy': 0.6071085494716618, 'evidence_precision': 0.34988179669030733, 'evidence_recall': 0.524822695035461, 'evidence_f1': 0.4198581560283688, 'similarity_metrics': np.float32(0.9878948), 'contradiction': 0.9872481226921082}","{'distance': 0.3113311331133113, 'evidence_accuracy': 0.6032660902977905, 'evidence_precision': 0.3421686746987952, 'evidence_recall': 0.5035460992907801, 'evidence_f1': 0.40746054519368724, 'similarity_metrics': np.float32(0.9817109), 'contradiction': 0.9866316914558411}","{'distance': 0.0019212295869356355, 'evidence_accuracy': 0.729106628242075, 'evidence_precision': 0.5, 'evidence_recall': 0.0035460992907801418, 'evidence_f1': 0.007042253521126761, 'similarity_metrics': np.float32(0.99960196), 'contradiction': 0.026719097048044205}"
"{'distance': 0.9597806215722121, 'evidence_accuracy': 0.22927879440258342, 'evidence_precision': 0.21940463065049615, 'evidence_recall': 0.961352657004831, 'evidence_f1': 0.3572710951526032, 'similarity_metrics': np.float32(0.9515899), 'contradiction': 0.9686722755432129}",,,"{'distance': 0.4008240141259565, 'evidence_accuracy': 0.4714747039827772, 'evidence_precision': 0.1712962962962963, 'evidence_recall': 0.357487922705314, 'evidence_f1': 0.23161189358372458, 'similarity_metrics': np.float32(0.9970034), 'contradiction': 0.9966177344322205}","{'distance': 0.43398460627590285, 'evidence_accuracy': 0.46932185145317545, 'evidence_precision': 0.19313304721030042, 'evidence_recall': 0.43478260869565216, 'evidence_f1': 0.2674591381872214, 'similarity_metrics': np.float32(0.98055696), 'contradiction': 0.9950116872787476}","{'distance': 0.41315945465323056, 'evidence_accuracy': 0.4736275565123789, 'evidence_precision': 0.17660550458715596, 'evidence_recall': 0.3719806763285024, 'evidence_f1': 0.23950233281493, 'similarity_metrics': np.float32(0.99542373), 'contradiction': 0.9958815574645996}","{'distance': 0.0021528525296017342, 'evidence_accuracy': 0.7771797631862217, 'evidence_precision': 0.5, 'evidence_recall': 0.004830917874396135, 'evidence_f1': 0.009569377990430622, 'similarity_metrics': np.float32(0.99958843), 'contradiction': 0.028744608163833618}"
"{'distance': 0.9857029388403494, 'evidence_accuracy': 0.10774410774410774, 'evidence_precision': 0.10886075949367088, 'evidence_recall': 0.9699248120300752, 'evidence_f1': 0.19575113808801214, 'similarity_metrics': np.float32(0.7614608), 'contradiction': 0.04617252200841904}","{'distance': 0.9726027397260274, 'evidence_accuracy': 0.12289562289562289, 'evidence_precision': 0.11187019641332195, 'evidence_recall': 0.9849624060150376, 'evidence_f1': 0.20092024539877304, 'similarity_metrics': np.float32(0.71614856), 'contradiction': 0.045417871326208115}","{'distance': 0.9222999222999223, 'evidence_accuracy': 0.14225589225589225, 'evidence_precision': 0.11072056239015818, 'evidence_recall': 0.9473684210526315, 'evidence_f1': 0.1982690794649882, 'similarity_metrics': np.float32(0.90962905), 'contradiction': 0.12237489223480225}","{'distance': 0.9075862068965517, 'evidence_accuracy': 0.13047138047138046, 'evidence_precision': 0.10869565217391304, 'evidence_recall': 0.9398496240601504, 'evidence_f1': 0.19485580670303976, 'similarity_metrics': np.float32(0.67946064), 'contradiction': 0.5313420295715332}",,,"{'distance': 0.0033670033670033517, 'evidence_accuracy': 0.8863636363636364, 'evidence_precision': 0.25, 'evidence_recall': 0.007518796992481203, 'evidence_f1': 0.014598540145985401, 'similarity_metrics': np.float32(0.9039192), 'contradiction': 0.09511695802211761}"
,"{'distance': 0.22322775263951733, 'evidence_accuracy': 0.6011080332409973, 'evidence_precision': 0.12560386473429952, 'evidence_recall': 0.19548872180451127, 'evidence_f1': 0.15294117647058825, 'similarity_metrics': np.float32(0.9654677), 'contradiction': 0.1342335194349289}",,"{'distance': 0.2603150787696924, 'evidence_accuracy': 0.5969529085872576, 'evidence_precision': 0.17355371900826447, 'evidence_recall': 0.3157894736842105, 'evidence_f1': 0.224, 'similarity_metrics': np.float32(0.98004913), 'contradiction': 0.9892027974128723}","{'distance': 0.2635542168674698, 'evidence_accuracy': 0.6038781163434903, 'evidence_precision': 0.1799163179916318, 'evidence_recall': 0.3233082706766917, 'evidence_f1': 0.2311827956989247, 'similarity_metrics': np.float32(0.986961), 'contradiction': 0.9906711578369141}","{'distance': 0.8918918918918919, 'evidence_accuracy': 0.23684210526315788, 'evidence_precision': 0.19264705882352942, 'evidence_recall': 0.9849624060150376, 'evidence_f1': 0.32226322263222634, 'similarity_metrics': np.float32(0.32310843), 'contradiction': 0.11301480978727341}","{'distance': 0.0013850415512465242, 'evidence_accuracy': 0.814404432132964, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.99774957), 'contradiction': 0.17743533849716187}"
,,,"{'distance': 0.5241903238704518, 'evidence_accuracy': 0.531902206320811, 'evidence_precision': 0.38170055452865065, 'evidence_recall': 0.780718336483932, 'evidence_f1': 0.5127250155183116, 'similarity_metrics': np.float32(0.9295213), 'contradiction': 0.8913193345069885}","{'distance': 0.4642143142742903, 'evidence_accuracy': 0.5945140131186643, 'evidence_precision': 0.42502482621648463, 'evidence_recall': 0.8090737240075614, 'evidence_f1': 0.5572916666666666, 'similarity_metrics': np.float32(0.944152), 'contradiction': 0.9598870873451233}","{'distance': 0.9823529411764705, 'evidence_accuracy': 0.3124627310673822, 'evidence_precision': 0.31227436823104693, 'evidence_recall': 0.9810964083175804, 'evidence_f1': 0.4737562756732086, 'similarity_metrics': np.float32(0.47798213), 'contradiction': 0.979421854019165}","{'distance': 0.0017889087656529634, 'evidence_accuracy': 0.6839594514013119, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.001890359168241966, 'evidence_f1': 0.0037593984962406017, 'similarity_metrics': np.float32(0.99303323), 'contradiction': 0.13941660523414612}"
,,,"{'distance': 0.9748571428571429, 'evidence_accuracy': 0.4309462915601023, 'evidence_precision': 0.4346153846153846, 'evidence_recall': 0.9883381924198251, 'evidence_f1': 0.603739982190561, 'similarity_metrics': np.float32(0.63348216), 'contradiction': 0.9366128444671631}","{'distance': 0.8771726535341831, 'evidence_accuracy': 0.42071611253196933, 'evidence_precision': 0.4246575342465753, 'evidence_recall': 0.9037900874635568, 'evidence_f1': 0.5778191985088537, 'similarity_metrics': np.float32(0.79271436), 'contradiction': 0.9913061261177063}","{'distance': 0.7375745526838966, 'evidence_accuracy': 0.43861892583120204, 'evidence_precision': 0.4294117647058823, 'evidence_recall': 0.8513119533527697, 'evidence_f1': 0.5708699902248289, 'similarity_metrics': np.float32(0.87615454), 'contradiction': 0.9451541304588318}","{'distance': 0.010230179028132946, 'evidence_accuracy': 0.5613810741687979, 'evidence_precision': 0.5, 'evidence_recall': 0.011661807580174927, 'evidence_f1': 0.022792022792022793, 'similarity_metrics': np.float32(0.95431453), 'contradiction': 0.0033029827754944563}"
"{'distance': 0.4308370044052864, 'evidence_accuracy': 0.4185303514376997, 'evidence_precision': 0.3564356435643564, 'evidence_recall': 0.3898916967509025, 'evidence_f1': 0.3724137931034483, 'similarity_metrics': np.float32(0.9894267), 'contradiction': 0.8336519002914429}",,,"{'distance': 0.3460537727666956, 'evidence_accuracy': 0.4696485623003195, 'evidence_precision': 0.39215686274509803, 'evidence_recall': 0.36101083032490977, 'evidence_f1': 0.3759398496240602, 'similarity_metrics': np.float32(0.92156374), 'contradiction': 0.9873269200325012}","{'distance': 0.3016421780466725, 'evidence_accuracy': 0.4968051118210863, 'evidence_precision': 0.415929203539823, 'evidence_recall': 0.33935018050541516, 'evidence_f1': 0.37375745526838966, 'similarity_metrics': np.float32(0.97164774), 'contradiction': 0.9917231202125549}","{'distance': 0.29655172413793107, 'evidence_accuracy': 0.48242811501597443, 'evidence_precision': 0.3936651583710407, 'evidence_recall': 0.3140794223826715, 'evidence_f1': 0.3493975903614458, 'similarity_metrics': np.float32(0.95440376), 'contradiction': 0.9917145371437073}","{'distance': 0.009584664536741228, 'evidence_accuracy': 0.5575079872204473, 'evidence_precision': 0.5, 'evidence_recall': 0.010830324909747292, 'evidence_f1': 0.021201413427561835, 'similarity_metrics': np.float32(0.9715972), 'contradiction': 0.10414426773786545}"
"{'distance': 0.9684542586750788, 'evidence_accuracy': 0.4908883826879271, 'evidence_precision': 0.49710312862108924, 'evidence_recall': 0.9705882352941176, 'evidence_f1': 0.6574712643678161, 'similarity_metrics': np.float32(0.6279197), 'contradiction': 0.9560151100158691}","{'distance': 0.967741935483871, 'evidence_accuracy': 0.4908883826879271, 'evidence_precision': 0.49710312862108924, 'evidence_recall': 0.9705882352941176, 'evidence_f1': 0.6574712643678161, 'similarity_metrics': np.float32(0.6220349), 'contradiction': 0.9723899960517883}",,"{'distance': 0.9171597633136095, 'evidence_accuracy': 0.47494305239179957, 'evidence_precision': 0.4886499402628435, 'evidence_recall': 0.9253393665158371, 'evidence_f1': 0.6395621579358873, 'similarity_metrics': np.float32(0.67928714), 'contradiction': 0.9909569621086121}","{'distance': 0.9847494553376906, 'evidence_accuracy': 0.4977220956719818, 'evidence_precision': 0.5005740528128588, 'evidence_recall': 0.9864253393665159, 'evidence_f1': 0.6641279512566642, 'similarity_metrics': np.float32(0.5390242), 'contradiction': 0.9838812351226807}","{'distance': 0.1947898164594435, 'evidence_accuracy': 0.5239179954441914, 'evidence_precision': 0.56, 'evidence_recall': 0.25339366515837103, 'evidence_f1': 0.3489096573208723, 'similarity_metrics': np.float32(0.9586519), 'contradiction': 0.990288257598877}","{'distance': 0.013667425968109326, 'evidence_accuracy': 0.5034168564920274, 'evidence_precision': 0.75, 'evidence_recall': 0.020361990950226245, 'evidence_f1': 0.039647577092511016, 'similarity_metrics': np.float32(0.98848355), 'contradiction': 0.05379467457532883}"
"{'distance': 0.6968576709796672, 'evidence_accuracy': 0.2914438502673797, 'evidence_precision': 0.15202702702702703, 'evidence_recall': 0.7627118644067796, 'evidence_f1': 0.2535211267605634, 'similarity_metrics': np.float32(0.96436375), 'contradiction': 0.6650521159172058}","{'distance': 0.8204592901878914, 'evidence_accuracy': 0.21657754010695188, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 0.8813559322033898, 'evidence_f1': 0.2619647355163728, 'similarity_metrics': np.float32(0.9300734), 'contradiction': 0.6629290580749512}","{'distance': 0.8640350877192983, 'evidence_accuracy': 0.19786096256684493, 'evidence_precision': 0.14868804664723032, 'evidence_recall': 0.864406779661017, 'evidence_f1': 0.2537313432835821, 'similarity_metrics': np.float32(0.80008316), 'contradiction': 0.3414292633533478}","{'distance': 0.7753222836095764, 'evidence_accuracy': 0.25935828877005346, 'evidence_precision': 0.15286624203821655, 'evidence_recall': 0.8135593220338984, 'evidence_f1': 0.257372654155496, 'similarity_metrics': np.float32(0.9427568), 'contradiction': 0.9529128670692444}","{'distance': 0.4365781710914455, 'evidence_accuracy': 0.5588235294117647, 'evidence_precision': 0.21195652173913043, 'evidence_recall': 0.6610169491525424, 'evidence_f1': 0.3209876543209877, 'similarity_metrics': np.float32(0.9830109), 'contradiction': 0.9820199608802795}","{'distance': 0.8099762470308789, 'evidence_accuracy': 0.24866310160427807, 'evidence_precision': 0.16766467065868262, 'evidence_recall': 0.9491525423728814, 'evidence_f1': 0.28498727735368956, 'similarity_metrics': np.float32(0.8124258), 'contradiction': 0.35910966992378235}","{'distance': 0.008021390374331583, 'evidence_accuracy': 0.8449197860962567, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.03389830508474576, 'evidence_f1': 0.06451612903225806, 'similarity_metrics': np.float32(0.9976953), 'contradiction': 0.06017564982175827}"
"{'distance': 0.37475728155339805, 'evidence_accuracy': 0.538966365873667, 'evidence_precision': 0.1582608695652174, 'evidence_recall': 0.5384615384615384, 'evidence_f1': 0.24462365591397853, 'similarity_metrics': np.float32(1.0000002), 'contradiction': 0.01496053021401167}","{'distance': 0.37475728155339805, 'evidence_accuracy': 0.538966365873667, 'evidence_precision': 0.1582608695652174, 'evidence_recall': 0.5384615384615384, 'evidence_f1': 0.24462365591397853, 'similarity_metrics': np.float32(1.0000002), 'contradiction': 0.01496053021401167}","{'distance': 0.37112403100775193, 'evidence_accuracy': 0.5545529122231337, 'evidence_precision': 0.17192982456140352, 'evidence_recall': 0.5798816568047337, 'evidence_f1': 0.2652232746955345, 'similarity_metrics': np.float32(0.9974588), 'contradiction': 0.004067692440003157}","{'distance': 0.9313432835820895, 'evidence_accuracy': 0.15504511894995898, 'evidence_precision': 0.1329923273657289, 'evidence_recall': 0.9230769230769231, 'evidence_f1': 0.23248882265275708, 'similarity_metrics': np.float32(0.94328177), 'contradiction': 0.3818018436431885}","{'distance': 0.9267563527653214, 'evidence_accuracy': 0.1583264971287941, 'evidence_precision': 0.13593882752761258, 'evidence_recall': 0.9467455621301775, 'evidence_f1': 0.23774145616641904, 'similarity_metrics': np.float32(0.92609906), 'contradiction': 0.8198976516723633}","{'distance': 0.9076693968726731, 'evidence_accuracy': 0.17555373256767842, 'evidence_precision': 0.1396551724137931, 'evidence_recall': 0.9585798816568047, 'evidence_f1': 0.24379232505643342, 'similarity_metrics': np.float32(0.7512576), 'contradiction': 0.9383831024169922}","{'distance': 0.004922067268252617, 'evidence_accuracy': 0.8630024610336341, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.023668639053254437, 'evidence_f1': 0.04571428571428571, 'similarity_metrics': np.float32(1.0000002), 'contradiction': 0.01022840104997158}"
,,,"{'distance': 0.4029618082618862, 'evidence_accuracy': 0.47413793103448276, 'evidence_precision': 0.22929936305732485, 'evidence_recall': 0.3673469387755102, 'evidence_f1': 0.2823529411764706, 'similarity_metrics': np.float32(0.9570923), 'contradiction': 0.9883131384849548}","{'distance': 0.4931740614334471, 'evidence_accuracy': 0.5287356321839081, 'evidence_precision': 0.335, 'evidence_recall': 0.6836734693877551, 'evidence_f1': 0.44966442953020136, 'similarity_metrics': np.float32(0.9016864), 'contradiction': 0.9951730370521545}","{'distance': 0.39625585023400933, 'evidence_accuracy': 0.4698275862068966, 'evidence_precision': 0.22186495176848875, 'evidence_recall': 0.3520408163265306, 'evidence_f1': 0.27218934911242604, 'similarity_metrics': np.float32(0.9586694), 'contradiction': 0.9881309270858765}","{'distance': 0.002873563218390829, 'evidence_accuracy': 0.7183908045977011, 'evidence_precision': 0.5, 'evidence_recall': 0.00510204081632653, 'evidence_f1': 0.010101010101010102, 'similarity_metrics': np.float32(0.99999976), 'contradiction': 0.02508370392024517}"
,,,,,,"{'distance': 0.014617368873602765, 'evidence_accuracy': 0.9079965606190885, 'evidence_precision': 0.23529411764705882, 'evidence_recall': 0.04081632653061224, 'evidence_f1': 0.06956521739130435, 'similarity_metrics': np.float32(0.9646771), 'contradiction': 0.030150728300213814}"
