texts,labels,predictions,z,normal_text,word_rationales
▁ a ▁dog ▁jump s ▁over ▁the ▁pole . </s> ▁dog ▁is ▁jumping ▁over ▁ a ▁pole </s>,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",a dog jumps over the pole. dog is jumping over a pole,"[0, 0, 1, 1, 0, 1]"
▁Children ▁receiving ▁places ▁at ▁an ▁award ▁ceremony . </s> ▁The ▁children ▁are ▁rolling ▁on ▁the ▁floor ▁collecting ▁dust ▁for ▁science . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Children receiving places at an award ceremony. The children are rolling on the floor collecting dust for science.,"[0, 0, 1, 0, 0, 1, 0]"
▁Children ▁receiving ▁places ▁at ▁an ▁award ▁ceremony . </s> ▁An ▁award ▁ceremony ▁is ▁occurring . </s>,1,1,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Children receiving places at an award ceremony. An award ceremony is occurring.,"[1, 1, 1, 0, 0, 1, 0]"
▁A ▁man ▁sit s ▁behind ▁ a ▁decorated ▁table ▁inside ▁ a ▁room ▁with ▁fabrics ▁drape d ▁down ▁the ▁walls . </s> ▁Man ▁building ▁ a ▁house ▁out ▁of ▁stone . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man sits behind a decorated table inside a room with fabrics draped down the walls. Man building a house out of stone.,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
▁A ▁man ▁sit s ▁behind ▁ a ▁decorated ▁table ▁inside ▁ a ▁room ▁with ▁fabrics ▁drape d ▁down ▁the ▁walls . </s> ▁Man ▁sitting ▁near ▁table ▁in ▁ a ▁fabric - dra ped ▁room . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",A man sits behind a decorated table inside a room with fabrics draped down the walls. Man sitting near table in a fabric-draped room.,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"▁A ▁man ▁and ▁two ▁women ▁are ▁walking ▁down ▁ a ▁wood e d ▁path , ▁the ▁man ▁is ▁pushing ▁ a ▁young ▁child ▁in ▁ a ▁three ▁wheel ▁carriage . </s> ▁Two ▁guys ▁kid n a p ▁ a ▁woman . </s>",0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","A man and two women are walking down a wooded path, the man is pushing a young child in a three wheel carriage. Two guys kidnap a woman.","[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]"
"▁A ▁man ▁and ▁two ▁women ▁are ▁walking ▁down ▁ a ▁wood e d ▁path , ▁the ▁man ▁is ▁pushing ▁ a ▁young ▁child ▁in ▁ a ▁three ▁wheel ▁carriage . </s> ▁A ▁man ▁and ▁ a ▁pair ▁of ▁women ▁are ▁walking ▁down ▁ a ▁wooden ▁path , ▁with ▁the ▁man ▁is ▁pushing ▁ a ▁young ▁child ▁in ▁ a ▁three ▁wheel ▁carriage . </s>",1,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","A man and two women are walking down a wooded path, the man is pushing a young child in a three wheel carriage. A man and a pair of women are walking down a wooden path, with the man is pushing a young child in a three wheel carriage.","[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0]"
"▁A ▁man ▁and ▁two ▁women ▁are ▁walking ▁down ▁ a ▁wood e d ▁path , ▁the ▁man ▁is ▁pushing ▁ a ▁young ▁child ▁in ▁ a ▁three ▁wheel ▁carriage . </s> ▁A ▁man ▁and ▁ a ▁couple ▁of ▁women ▁take ▁ a ▁walk . </s>",1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","A man and two women are walking down a wooded path, the man is pushing a young child in a three wheel carriage. A man and a couple of women take a walk.","[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]"
▁A ▁black ▁dog ▁is ▁running ▁through ▁ a ▁mars h - like ▁area . </s> ▁A ▁yellow ▁dog ▁is ▁ chasing ▁ a ▁rabbit . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A black dog is running through a marsh-like area. A yellow dog is chasing a rabbit.,"[0, 1, 0, 0, 1, 1, 0, 1, 0]"
▁A ▁black ▁dog ▁is ▁running ▁through ▁ a ▁mars h - like ▁area . </s> ▁A ▁dog ▁is ▁running ▁through ▁ a ▁mars h y ▁area . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A black dog is running through a marsh-like area. A dog is running through a marshy area.,"[0, 1, 0, 0, 1, 1, 0, 1, 0]"
▁A ▁woman ▁in ▁ a ▁heads car f ▁sitting ▁in ▁front ▁of ▁ a ▁ loom . </s> ▁the ▁woman ▁is ▁standing </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A woman in a headscarf sitting in front of a loom. the woman is standing,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
▁A ▁woman ▁in ▁ a ▁heads car f ▁sitting ▁in ▁front ▁of ▁ a ▁ loom . </s> ▁ a ▁woman ▁is ▁sitting </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A woman in a headscarf sitting in front of a loom. a woman is sitting,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
▁A ▁white ▁and ▁black ▁ spotted ▁dog ▁is ▁running ▁through ▁ a ▁grass y ▁area . </s> ▁A ▁dog ▁is ▁asleep ▁on ▁the ▁couch . </s>,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A white and black spotted dog is running through a grassy area. A dog is asleep on the couch.,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]"
▁A ▁white ▁and ▁black ▁ spotted ▁dog ▁is ▁running ▁through ▁ a ▁grass y ▁area . </s> ▁A ▁dog ▁is ▁outdoors . </s>,1,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A white and black spotted dog is running through a grassy area. A dog is outdoors.,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]"
▁Three ▁children ▁in ▁bath ing ▁suits ▁are ▁playing ▁in ▁foam </s> ▁adults ▁at ▁ a ▁foam ▁party </s>,0,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Three children in bathing suits are playing in foam adults at a foam party,"[0, 0, 0, 1, 1, 0, 1, 0, 1]"
▁Three ▁children ▁in ▁bath ing ▁suits ▁are ▁playing ▁in ▁foam </s> ▁some ▁kids ▁play ▁in ▁some ▁foam </s>,1,1,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Three children in bathing suits are playing in foam some kids play in some foam,"[1, 0, 0, 1, 1, 0, 0, 0, 1]"
▁ a ▁man ▁with ▁be ard ▁sitting ▁down ▁playing ▁an ▁ a cou s tic ▁guitar . </s> ▁The ▁band ▁sets ▁up ▁their ▁instruments . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",a man with beard sitting down playing an acoustic guitar. The band sets up their instruments.,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1]"
▁ a ▁man ▁with ▁be ard ▁sitting ▁down ▁playing ▁an ▁ a cou s tic ▁guitar . </s> ▁A ▁musician ▁plays ▁on ▁his ▁instrument . </s>,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",a man with beard sitting down playing an acoustic guitar. A musician plays on his instrument.,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1]"
"▁Two ▁babies , ▁one ▁in ▁red , ▁asleep ▁in ▁their ▁high chair s . </s> ▁babies ▁making ▁ poo pies ▁while ▁playing ▁in ▁the ▁ s and ▁on ▁ a ▁Florida ▁beach </s>",0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","Two babies, one in red, asleep in their highchairs. babies making poopies while playing in the sand on a Florida beach","[0, 0, 0, 0, 1, 1, 0, 0, 1]"
"▁Two ▁babies , ▁one ▁in ▁red , ▁asleep ▁in ▁their ▁high chair s . </s> ▁babies ▁are ▁asleep </s>",1,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","Two babies, one in red, asleep in their highchairs. babies are asleep","[1, 0, 0, 0, 1, 1, 0, 0, 1]"
▁G Ent le man ▁sketch ing ▁on ▁brown ▁paper ▁at ▁Christmas . </s> ▁The ▁woman ▁ d re w ▁on ▁canvas . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",GEntleman sketching on brown paper at Christmas. The woman drew on canvas.,"[0, 1, 0, 1, 1, 0, 1]"
▁G Ent le man ▁sketch ing ▁on ▁brown ▁paper ▁at ▁Christmas . </s> ▁The ▁man ▁sketch e d ▁on ▁paper . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",GEntleman sketching on brown paper at Christmas. The man sketched on paper.,"[1, 0, 0, 1, 1, 0, 1]"
▁A ▁group ▁of ▁people ▁sitting ▁around ▁ a ▁table ▁eating ▁food . </s> ▁A ▁person ▁ eat s ▁ a ▁ t v ▁dinner ▁while ▁sitting ▁on ▁the ▁couch . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.4999847412109375, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5000152587890625, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group of people sitting around a table eating food. A person eats a tv dinner while sitting on the couch.,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
▁A ▁group ▁of ▁people ▁sitting ▁around ▁ a ▁table ▁eating ▁food . </s> ▁People ▁are ▁at ▁ a ▁table ▁eating ▁food . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",A group of people sitting around a table eating food. People are at a table eating food.,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 1]"
▁Two ▁boys ▁in ▁ a ▁can o e ▁in ▁front ▁of ▁ a ▁larger ▁boat ▁with ▁ a ▁storm ▁coming ▁in . </s> ▁Two ▁boys ▁in ▁ a ▁sail boat </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]",Two boys in a canoe in front of a larger boat with a storm coming in. Two boys in a sailboat,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
▁Two ▁boys ▁in ▁ a ▁can o e ▁in ▁front ▁of ▁ a ▁larger ▁boat ▁with ▁ a ▁storm ▁coming ▁in . </s> ▁Two ▁boys ▁in ▁ a ▁boat </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Two boys in a canoe in front of a larger boat with a storm coming in. Two boys in a boat,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
▁A ▁large ▁group ▁of ▁people ▁popul ate ▁ a ▁dim ly ▁lit ▁room . </s> ▁The ▁people ▁are ▁popul ating ▁the ▁city . </s>,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A large group of people populate a dimly lit room. The people are populating the city.,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 1]"
▁A ▁large ▁group ▁of ▁people ▁popul ate ▁ a ▁dim ly ▁lit ▁room . </s> ▁A ▁group ▁of ▁people ▁are ▁in ▁ a ▁room . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A large group of people populate a dimly lit room. A group of people are in a room.,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
"▁Two ▁people , ▁one ▁wearing ▁an ▁orange ▁jersey ▁and ▁ a ▁white ▁belt , ▁and ▁another ▁wearing ▁ a ▁blue ▁jersey ▁and ▁ a ▁red ▁belt ▁are ▁playing ▁flag ▁football . </s> ▁Two ▁people ▁play ▁baseball . </s>",0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Two people, one wearing an orange jersey and a white belt, and another wearing a blue jersey and a red belt are playing flag football. Two people play baseball.","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]"
"▁Two ▁people , ▁one ▁wearing ▁an ▁orange ▁jersey ▁and ▁ a ▁white ▁belt , ▁and ▁another ▁wearing ▁ a ▁blue ▁jersey ▁and ▁ a ▁red ▁belt ▁are ▁playing ▁flag ▁football . </s> ▁Two ▁people ▁play ▁flag ▁football . </s>",1,0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","Two people, one wearing an orange jersey and a white belt, and another wearing a blue jersey and a red belt are playing flag football. Two people play flag football.","[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]"
"▁Two ▁people , ▁one ▁wearing ▁an ▁orange ▁jersey ▁and ▁ a ▁white ▁belt , ▁and ▁another ▁wearing ▁ a ▁blue ▁jersey ▁and ▁ a ▁red ▁belt ▁are ▁playing ▁flag ▁football . </s> ▁Two ▁people ▁on ▁ o posi t e ▁teams ▁play ▁flag ▁football . </s>",1,0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","Two people, one wearing an orange jersey and a white belt, and another wearing a blue jersey and a red belt are playing flag football. Two people on oposite teams play flag football.","[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]"
▁A ▁guy ▁in ▁ a ▁blue ▁shirt ▁chase s ▁ a ▁guy ▁in ▁an ▁orange ▁shirt ▁during ▁ a ▁game ▁of ▁flag ▁football . </s> ▁Two ▁people ▁are ▁enjoying ▁ ice ▁cream . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A guy in a blue shirt chases a guy in an orange shirt during a game of flag football. Two people are enjoying ice cream.,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1]"
▁A ▁guy ▁in ▁ a ▁blue ▁shirt ▁chase s ▁ a ▁guy ▁in ▁an ▁orange ▁shirt ▁during ▁ a ▁game ▁of ▁flag ▁football . </s> ▁Two ▁people ▁are ▁playing ▁flag ▁football . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",A guy in a blue shirt chases a guy in an orange shirt during a game of flag football. Two people are playing flag football.,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]"
▁A ▁dog ▁ catching ▁ a ▁Fri s be e . </s> ▁An ▁elephant ▁is ▁being ▁trained ▁to ▁catch ▁Fri s be e s . </s>,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A dog catching a Frisbee. An elephant is being trained to catch Frisbees.,"[0, 1, 1, 0, 1]"
▁A ▁dog ▁ catching ▁ a ▁Fri s be e . </s> ▁An ▁animal ▁is ▁making ▁contact ▁with ▁ a ▁to y . </s>,1,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A dog catching a Frisbee. An animal is making contact with a toy.,"[0, 1, 1, 0, 1]"
▁Two ▁men ▁are ▁box ing ▁in ▁fighting ▁arena . </s> ▁Two ▁women ▁are ▁fighting . </s>,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Two men are boxing in fighting arena. Two women are fighting.,"[0, 1, 0, 1, 0, 1, 0]"
▁Two ▁men ▁are ▁box ing ▁in ▁fighting ▁arena . </s> ▁T W o ▁men ▁are ▁box ing . </s>,1,0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Two men are boxing in fighting arena. TWo men are boxing.,"[1, 0, 0, 1, 0, 1, 0]"
▁A ▁group ▁is ▁walking ▁between ▁two ▁giant ▁rock ▁formation s . </s> ▁A ▁group ▁is ▁swimming . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group is walking between two giant rock formations. A group is swimming.,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
▁A ▁group ▁is ▁walking ▁between ▁two ▁giant ▁rock ▁formation s . </s> ▁A ▁group ▁is ▁walking . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group is walking between two giant rock formations. A group is walking.,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
"▁Children ▁at ▁day care ▁playing ▁on ▁rings , ▁and ▁pole s , ▁one ▁parent ▁standing ▁and ▁holding ▁her ▁child ▁and ▁one ▁teacher ▁is ▁sitting ▁on ▁the ▁bench ▁watching ▁the ▁others ▁play . </s> ▁Children ▁are ▁body ▁ s la mm ing ▁each ▁other . </s>",0,0,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play. Children are body slamming each other.","[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
"▁Children ▁at ▁day care ▁playing ▁on ▁rings , ▁and ▁pole s , ▁one ▁parent ▁standing ▁and ▁holding ▁her ▁child ▁and ▁one ▁teacher ▁is ▁sitting ▁on ▁the ▁bench ▁watching ▁the ▁others ▁play . </s> ▁Children ▁are ▁playing . </s>",1,0,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play. Children are playing.","[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
▁Two ▁women ▁are ▁getting ▁their ▁pictures ▁taken ▁with ▁ a ▁man ▁in ▁his ▁under wear . </s> ▁The ▁is ▁one ▁woman ▁in ▁the ▁picture . </s>,0,0,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Two women are getting their pictures taken with a man in his underwear. The is one woman in the picture.,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
