baseline,e-implcit-target-e-persona-human,e-persona-you,e-implcit-target-e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
"{'distance': 0.7333333333333334, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.49601582), 'contradiction': 0.19162002205848694}","{'distance': 0.6923076923076923, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.40986848), 'contradiction': 0.9740633368492126}","{'distance': 0.7333333333333334, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.49601582), 'contradiction': 0.19162002205848694}","{'distance': 0.6923076923076923, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.46450037), 'contradiction': 0.9791575074195862}","{'distance': 0.6923076923076923, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.40986848), 'contradiction': 0.9740633368492126}","{'distance': 0.7333333333333334, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.49601582), 'contradiction': 0.19162002205848694}","{'distance': 0.5238095238095238, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.79958665), 'contradiction': 0.002916470170021057}"
,,,,,,"{'distance': 0.6, 'evidence_accuracy': 0.5, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.72168267), 'contradiction': 0.7329944968223572}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.75436413), 'contradiction': 0.002645669272169471}"
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.81334746), 'contradiction': 0.007327307015657425}"
,,,,,,
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.8777245), 'contradiction': 0.003030230291187763}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.24444444444444446, 'evidence_accuracy': 0.3888888888888889, 'evidence_precision': 0.1, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.15384615384615383, 'similarity_metrics': np.float32(0.73527956), 'contradiction': 0.0010647301096469164}"
,,,,,,"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9231293), 'contradiction': 0.0009864741005003452}"
,,,,,,
,,,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.6, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7563852), 'contradiction': 0.8645161986351013}"
,"{'distance': 0.8181818181818181, 'evidence_accuracy': 0.4, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.94961995), 'contradiction': 0.0007656463421881199}",,"{'distance': 0.8333333333333334, 'evidence_accuracy': 0.4, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.57928234), 'contradiction': 0.9985281229019165}","{'distance': 0.8333333333333334, 'evidence_accuracy': 0.4, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.57928234), 'contradiction': 0.9985281229019165}",,"{'distance': 0.5, 'evidence_accuracy': 0.6, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8394955), 'contradiction': 0.0017665341729298234}"
,,,,,,"{'distance': 0.3913043478260869, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6689111), 'contradiction': 0.003934705629944801}"
,,,,,,
,,,,,,
,,,,,,
,"{'distance': 0.17647058823529416, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.74043846), 'contradiction': 0.9988114833831787}",,,,,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7501576), 'contradiction': 0.004620695021003485}"
,"{'distance': 0.17647058823529416, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.74043846), 'contradiction': 0.9988114833831787}",,,,,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.73846525), 'contradiction': 0.006341608706861734}"
,,,,,,"{'distance': 0.4545454545454546, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.6021224), 'contradiction': 0.0032162878196686506}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.85987484), 'contradiction': 0.0020075899083167315}"
,,,,,,
,,,,,,"{'distance': 0.14893617021276595, 'evidence_accuracy': 0.7727272727272727, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.977759), 'contradiction': 0.0017169156344607472}"
"{'distance': 0.72, 'evidence_accuracy': 0.42105263157894735, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': np.float32(0.82560426), 'contradiction': 0.0014930854085832834}",,"{'distance': 0.72, 'evidence_accuracy': 0.42105263157894735, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': np.float32(0.82560426), 'contradiction': 0.0014930854085832834}",,,"{'distance': 0.72, 'evidence_accuracy': 0.42105263157894735, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': np.float32(0.82560426), 'contradiction': 0.0014930854085832834}","{'distance': 0.16279069767441856, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.743406), 'contradiction': 0.09259845316410065}"
,,,,,,"{'distance': 0.12195121951219512, 'evidence_accuracy': 0.3157894736842105, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8638139), 'contradiction': 0.0008318420732393861}"
,,,"{'distance': 0.76, 'evidence_accuracy': 0.15789473684210525, 'evidence_precision': 0.0625, 'evidence_recall': 0.5, 'evidence_f1': 0.1111111111111111, 'similarity_metrics': np.float32(0.5989928), 'contradiction': 0.0009694169857539237}","{'distance': 0.5263157894736843, 'evidence_accuracy': 0.3684210526315789, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8226916), 'contradiction': 0.0013094200985506177}",,"{'distance': 0.16279069767441856, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.89580613), 'contradiction': 0.030186882242560387}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.1111111111111111, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6367051), 'contradiction': 0.005132542923092842}"
,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8838011), 'contradiction': 0.8195241093635559}","{'distance': 0.46153846153846156, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7296698), 'contradiction': 0.01407039724290371}",,,,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.77224946), 'contradiction': 0.2684023380279541}"
,,,,,,"{'distance': 0.19148936170212771, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.67485744), 'contradiction': 0.055392228066921234}"
,,,,,,"{'distance': 0.13043478260869568, 'evidence_accuracy': 0.7619047619047619, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9310014), 'contradiction': 0.0011567085748538375}"
,,,,,,
,,,,,,"{'distance': 0.3571428571428571, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.82655805), 'contradiction': 0.0020689598750323057}"
,,,,,,"{'distance': 0.52, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.5906699), 'contradiction': 0.8916655778884888}"
,,,,,,"{'distance': 0.28, 'evidence_accuracy': 0.1, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8269006), 'contradiction': 0.0017272919649258256}"
,,,,,,"{'distance': 0.4347826086956522, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.36134216), 'contradiction': 0.0042646476067602634}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.38235294117647056, 'evidence_accuracy': -0.21739130434782608, 'evidence_precision': 0.041666666666666664, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.06666666666666667, 'similarity_metrics': np.float32(0.8631226), 'contradiction': 0.0008894433849491179}"
,,,,,,
,,,,,,"{'distance': 0.6666666666666667, 'evidence_accuracy': 0.5, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.27573144), 'contradiction': 0.0039190142415463924}"
,,,,,,"{'distance': 0.375, 'evidence_accuracy': 0.08333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.64026344), 'contradiction': 0.012457658536732197}"
,,,,,,"{'distance': 0.4117647058823529, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.82883835), 'contradiction': 0.0016554815229028463}"
,,,,,,"{'distance': 0.38888888888888884, 'evidence_accuracy': -0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.87754095), 'contradiction': 0.0018237216863781214}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': -0.07142857142857142, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.65886664), 'contradiction': 0.003484199056401849}"
,"{'distance': 0.5238095238095238, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.7359795), 'contradiction': 0.9769514203071594}",,"{'distance': 0.5238095238095238, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.7359795), 'contradiction': 0.9769514203071594}","{'distance': 0.30434782608695654, 'evidence_accuracy': 0.5, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.77703965), 'contradiction': 0.982684314250946}",,"{'distance': 0.23529411764705888, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8630836), 'contradiction': 0.001531464047729969}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.6153846153846154, 'evidence_accuracy': 0.6, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.7639694), 'contradiction': 0.34951314330101013}"
,,,,,,"{'distance': 0.30434782608695654, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.939564), 'contradiction': 0.0015164139913395047}"
,,,,,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.5, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': np.float32(0.77924716), 'contradiction': 0.0005143508315086365}"
,,,,,,"{'distance': 0.2592592592592593, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8976305), 'contradiction': 0.0076132225804030895}"
,,,,,,
"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8036338), 'contradiction': 0.001284612575545907}",,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8036338), 'contradiction': 0.001284612575545907}","{'distance': 0.2941176470588235, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.75968325), 'contradiction': 0.015398629009723663}"
,,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9940261), 'contradiction': 0.0037164923269301653}",,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.86189413), 'contradiction': 0.005092208739370108}"
,,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8520148), 'contradiction': 0.9907249808311462}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.94544077), 'contradiction': 0.0006706740823574364}",,"{'distance': 0.3846153846153846, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7237593), 'contradiction': 0.00227253045886755}"
,,,,,,"{'distance': 0.3076923076923077, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.8871488), 'contradiction': 0.004590552765876055}"
,,,,,,"{'distance': 0.4444444444444444, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.63590693), 'contradiction': 0.001841027638874948}"
"{'distance': 0.25, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.9040607), 'contradiction': 0.0022259296383708715}",,,,,"{'distance': 0.25, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.9040607), 'contradiction': 0.0022259296383708715}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.7650509), 'contradiction': 0.0033129723742604256}"
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.8298657), 'contradiction': 0.0027229017578065395}"
,,,,,,
,"{'distance': 0.7894736842105263, 'evidence_accuracy': 0.38461538461538464, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 1.0, 'evidence_f1': 0.42857142857142855, 'similarity_metrics': np.float32(0.45943046), 'contradiction': 0.0014081293484196067}",,"{'distance': 0.7, 'evidence_accuracy': 0.3076923076923077, 'evidence_precision': 0.2, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.30769230769230765, 'similarity_metrics': np.float32(0.37138215), 'contradiction': 0.9957489967346191}","{'distance': 0.6, 'evidence_accuracy': 0.23076923076923078, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.5487603), 'contradiction': 0.0031525148078799248}",,"{'distance': 0.22580645161290325, 'evidence_accuracy': 0.9230769230769231, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.76497424), 'contradiction': 0.003847690997645259}"
,,,,,,
,,,,,,"{'distance': 0.3793103448275862, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.86207545), 'contradiction': 0.0027932196389883757}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6893463), 'contradiction': 0.0013595595955848694}"
,,,,,,
,,,,,,"{'distance': 0.52, 'evidence_accuracy': 0.3, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': np.float32(0.76621425), 'contradiction': 0.00290124723687768}"
