e-implcit-target-e-persona-you,e-persona-you,e-implcit-target-e-persona-human,baseline,e-implcit-target,e-persona-human,TextFoolerJin2019
,"{'distance': 0.4545454545454546, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.5810653, 'contradiction': 0.9376387000083923}",,,,"{'distance': 0.4545454545454546, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.5810653, 'contradiction': 0.9376387000083923}",
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9792389, 'contradiction': 0.0021019475534558296}"
,"{'distance': 0.6923076923076923, 'evidence_accuracy': 0.375, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.12952599, 'contradiction': 0.9942710399627686}",,"{'distance': 0.6923076923076923, 'evidence_accuracy': 0.375, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.12952599, 'contradiction': 0.9942710399627686}",,,
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.40098378, 'contradiction': 0.9771421551704407}"
,,,,,,
,,"{'distance': 0.8888888888888888, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.615842, 'contradiction': 0.009317561984062195}",,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.71936214, 'contradiction': 0.09970690310001373}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9763229, 'contradiction': 0.0029302125331014395}"
"{'distance': 1.0, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.46201754, 'contradiction': 0.9784573912620544}",,"{'distance': 1.0, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.6243954, 'contradiction': 0.0017621855949983}",,"{'distance': 1.0, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.46201754, 'contradiction': 0.9784573912620544}",,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.89533615, 'contradiction': 0.01063278317451477}"
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.71439826, 'contradiction': 0.0036002553533762693}"
,,,,,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.61398095, 'contradiction': 0.0025106826797127724}"
,,,,,,
,,,,,,
,"{'distance': 0.8823529411764706, 'evidence_accuracy': 0.09090909090909091, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 1.0, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': 0.27945676, 'contradiction': 0.9605448246002197}",,"{'distance': 0.8823529411764706, 'evidence_accuracy': 0.09090909090909091, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 1.0, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': 0.27945676, 'contradiction': 0.9605448246002197}",,"{'distance': 0.8823529411764706, 'evidence_accuracy': 0.09090909090909091, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 1.0, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': 0.27945676, 'contradiction': 0.9605448246002197}",
"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.81105196, 'contradiction': 0.9987500905990601}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': 0.9688097, 'contradiction': 0.0020667756907641888}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.81105196, 'contradiction': 0.9987500905990601}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': 0.9688097, 'contradiction': 0.0020667756907641888}",,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': 0.9688097, 'contradiction': 0.0020667756907641888}",
,,,,,,
,"{'distance': 0.375, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.68694985, 'contradiction': 0.9982648491859436}",,"{'distance': 0.375, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.68694985, 'contradiction': 0.9982648491859436}",,"{'distance': 0.375, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.68694985, 'contradiction': 0.9982648491859436}",
"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.39929765, 'contradiction': 0.998994767665863}",,"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.39929765, 'contradiction': 0.998994767665863}",,"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.39929765, 'contradiction': 0.998994767665863}",,
,,,,,,
,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.68995255, 'contradiction': 0.07162649184465408}",,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.68995255, 'contradiction': 0.07162649184465408}",,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.68995255, 'contradiction': 0.07162649184465408}",
,,,,,,
"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.91115737, 'contradiction': 0.10388368368148804}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.91115737, 'contradiction': 0.10388368368148804}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.91115737, 'contradiction': 0.10388368368148804}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.91115737, 'contradiction': 0.10388368368148804}",,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.8808223, 'contradiction': 0.00506069790571928}"
"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.79463905, 'contradiction': 0.9989032745361328}",,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.79463905, 'contradiction': 0.9989032745361328}",,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78014356, 'contradiction': 0.998863697052002}",,
,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.62843806, 'contradiction': 0.9975716471672058}",,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.97686243, 'contradiction': 0.0019389268709346652}"
,,,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8996859, 'contradiction': 0.24821427464485168}"
,,,,,,"{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.70260644, 'contradiction': 0.7186909914016724}"
"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8567459, 'contradiction': 0.8228596448898315}","{'distance': 0.1333333333333333, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.89557517, 'contradiction': 0.006347691174596548}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8567459, 'contradiction': 0.8228596448898315}","{'distance': 0.1333333333333333, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.89557517, 'contradiction': 0.006347691174596548}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8432143, 'contradiction': 0.9386614561080933}","{'distance': 0.1333333333333333, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.89557517, 'contradiction': 0.006347691174596548}",
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.8829526, 'contradiction': 0.022757943719625473}"
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.81849, 'contradiction': 0.004141888581216335}"
,,,,,,"{'distance': 0.125, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.87077737, 'contradiction': 0.4685732424259186}"
,,,,,,"{'distance': 0.125, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.95813197, 'contradiction': 0.005536869168281555}"
,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.62451696, 'contradiction': 0.6906760931015015}",,"{'distance': 0.17647058823529416, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.77986705, 'contradiction': 0.0006907150382176042}",,,
"{'distance': 0.25, 'evidence_accuracy': 0.25, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': 0.3974, 'contradiction': 0.014555389992892742}","{'distance': 0.25, 'evidence_accuracy': 0.25, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': 0.6119222, 'contradiction': 0.8929907083511353}","{'distance': 0.25, 'evidence_accuracy': 0.25, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': 0.7156768, 'contradiction': 0.456163227558136}","{'distance': 0.25, 'evidence_accuracy': 0.25, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': 0.7156768, 'contradiction': 0.456163227558136}","{'distance': 0.25, 'evidence_accuracy': 0.25, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': 0.7446141, 'contradiction': 0.0013712068321183324}","{'distance': 0.25, 'evidence_accuracy': 0.25, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': 0.6119222, 'contradiction': 0.8929907083511353}",
,,,,,,
,,,,,,
,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80836046, 'contradiction': 0.001961452653631568}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80836046, 'contradiction': 0.001961452653631568}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80836046, 'contradiction': 0.001961452653631568}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80836046, 'contradiction': 0.001961452653631568}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80836046, 'contradiction': 0.001961452653631568}",
,,,,,,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97667736, 'contradiction': 0.0036880606785416603}"
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.8823529411764706, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9676547, 'contradiction': 0.14484931528568268}"
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97808814, 'contradiction': 0.11749142408370972}"
,,,,,,
"{'distance': 0.125, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.48642707, 'contradiction': 0.9969723224639893}",,,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.55248535, 'contradiction': 0.013982059434056282}"
"{'distance': 0.1428571428571429, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.59038985, 'contradiction': 0.9992103576660156}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.59038985, 'contradiction': 0.9992103576660156}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.59038985, 'contradiction': 0.9992103576660156}",,
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.7147465, 'contradiction': 0.0070092687383294106}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.96311116, 'contradiction': 0.0035583353601396084}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.86312366, 'contradiction': 0.6931664943695068}"
,,,,,,
,,,,,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.8, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.7272727272727272, 'similarity_metrics': 0.6102051, 'contradiction': 0.005816054996103048}"
"{'distance': 0.30000000000000004, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6312522, 'contradiction': 0.9981460571289062}",,"{'distance': 0.30000000000000004, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6312522, 'contradiction': 0.9981460571289062}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.86382294, 'contradiction': 0.2924771010875702}","{'distance': 0.30000000000000004, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6312522, 'contradiction': 0.9981460571289062}",,
,,,,,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9408854, 'contradiction': 0.06676875054836273}"
,,,,,,
,,,,,,
"{'distance': 0.1724137931034483, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8258382, 'contradiction': 0.0026765824295580387}",,"{'distance': 0.1724137931034483, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8258382, 'contradiction': 0.0026765824295580387}",,"{'distance': 0.1724137931034483, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8258382, 'contradiction': 0.0026765824295580387}",,
